author_nidn,author_name,openalex_id,faculty,total_publications,total_citations,h_index,i10_index,avg_citations_per_paper,publications_last_5_years,citations_last_5_years,most_cited_paper,most_cited_paper_citations,first_publication_year,latest_publication_year,open_access_percentage
"","Ridha Nurul Azizah","A5110651687","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","A Fahmi","A5110661730","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Aryanti Agustian","A5110794846","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Lia Yulianti","A5110845175","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Andi Mardian","A5111035950","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Akbar Rakhman","A5112285297","Fakultas Lainnya","0","0","2","0","0","0","0","","0","","","0"
"","Anissya Agsani Pratiwi","A5112436375","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Farhat Fatima","A5112485453","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Singgih Setiawan","A5112698674","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Indra Teguh Firmansyah","A5113924949","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Ibrahim Danial Bisulthon","A5115615066","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Nandang Komara","A5116589218","Fakultas Ekonomi dan Bisnis","0","0","0","0","0","0","0","","0","","","0"
"","Brandon Nathanael Meliala","A5119347428","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Naufal Najib Mirjaz","A5119733461","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Muhammad Aksan Ipaenin","A5119785590","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Muhammad Faishal Jaelani","A5119785591","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Basuki Rakhim Setya Permana","A5121827215","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Muhammad Rifqu Abdillah","A5000155777","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Rizki Emelia Sinuraya","A5001071879","Fakultas Lainnya","0","0","2","0","0","0","0","","0","","","0"
"","Ivan Riady","A5001171100","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Shofiah Cahyani Nugraha","A5001185471","Fakultas Desain","0","0","1","0","0","0","0","","0","","","0"
"","Aldi Sopa","A5001472621","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","J Rahmayanti","A5002210846","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Edward Santoso","A5002233998","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Ari Feryandi","A5002296894","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Ade Sugiandi","A5002585223","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Setia Surya Kusumah","A5002964744","Fakultas Desain","0","0","0","0","0","0","0","","0","","","0"
"","Muhamad Feri Fadli","A5003128573","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Rofi Firdaus","A5003289303","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Tendi Arifin","A5003359646","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Gumilar Akbari","A5003933008","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Rizky Alfi Randa","A5003962549","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Putri Kurniawati","A5004176782","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Nizar Nugraha Supriatna","A5004281787","Fakultas Lainnya","0","0","2","0","0","0","0","","0","","","0"
"","Tio Rida Simbolon","A5005090743","Fakultas Lainnya","0","0","1","1","0","0","0","","0","","","0"
"","Tri Rahajoeningroem","A5005679855","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Deden Ferdiansyah","A5006382130","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Tina Rakhmatin","A5006427472","Fakultas Lainnya","0","0","2","0","0","0","0","","0","","","0"
"","Dewi Pungkawati","A5006627461","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Budiyantoro","A5006997183","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Neri Fajarwati","A5007008226","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Kani Mahardika","A5007190610","Fakultas Lainnya","0","0","2","0","0","0","0","","0","","","0"
"","Atep Darminta","A5007311074","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Muhammad Taufik Hidayat P","A5008523888","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","M Grodzki Erika","A5009177980","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Adnan Al-Farizi Rahmat","A5009852506","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Endang Tirtana","A5010105388","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Deden Abdul Wahab Syahroni","A5010435243","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Safiera Putri","A5011951094","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Nurhaliza Sukma Fadila","A5012278784","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Satria Indra Praja Persada","A5013047377","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Septian Tri Margana","A5013080891","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Yoga Satya","A5013776542","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","A Asrul","A5013828705","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Triandi Purnama Ramadhan","A5014421235","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Najla Najla","A5015390964","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Pini Singgrit","A5016141783","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Chandra Gelar Pamungkas","A5017500360","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Lasmaria Simarmata","A5018209200","Fakultas Lainnya","0","0","1","1","0","0","0","","0","","","0"
"","Sri Ela Dinasti","A5018246077","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Nuri Insania Andyani","A5018606338","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Ifan Rohimanto","A5018755944","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Muhammad Indana Zulfa","A5018930869","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Hidayat Hidayat","A5019179236","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Andi Harapan S","A5019662418","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Maytham Ali","A5021030165","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","W L Fauzi","A5021486446","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Jonathan Christiady Yapsie","A5021699721","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Reyhan Pradita Hartaman","A5021783026","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Ferdian Dwi Saputra","A5022167146","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Anggi Zamzam Nurjaman","A5022572206","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Ni Putu Ary Pratama Dewi","A5022977756","Fakultas Desain","0","0","2","1","0","0","0","","0","","","0"
"","M. Khoirul Fahmi Dwi Nova","A5022999075","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Rifa Nur Fadhilah","A5023005985","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Angga Devi Mukti Setiadi","A5023464669","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","I Farhan Ramdhani","A5023740505","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","W A Astuti","A5024088995","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","E H Rahmah","A5025955310","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Aulia Putri Gustri Rusmi","A5026045524","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Aditya Erlangga","A5026313945","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Dhika Mega Pratama","A5026414855","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Dika Muhammad Fazar","A5026831063","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Arini Mustika Ajie","A5027006137","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Sara Magdalena","A5027366147","Fakultas Ekonomi dan Bisnis","0","0","1","0","0","0","0","","0","","","0"
"","Anggita Andriana","A5027446985","Fakultas Lainnya","0","0","2","1","0","0","0","","0","","","0"
"","Lenno Albion","A5027683023","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Damai Saputra Laoli","A5027881119","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Vitta Pratiwi","A5028544380","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Edi Firdaus","A5029164825","Fakultas Ekonomi dan Bisnis","0","0","0","0","0","0","0","","0","","","0"
"","Diki Muhamad Sobirin","A5030370946","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Jhon Walter Purba","A5031277934","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Sandy Dwi Putra","A5032875575","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Melly Maulin","A5033288903","Fakultas Desain","0","0","0","0","0","0","0","","0","","","0"
"","Muhammad Haikal Haikal","A5033929527","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Ahmad Nurzaeni Fauz","A5035048037","Fakultas Desain","0","0","1","0","0","0","0","","0","","","0"
"","Tenri Haeriyah","A5035238785","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","E Erdiana","A5035857681","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Iza Mahendra","A5035902225","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Tulus Bangkit Pratama","A5036171860","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Lula Lutfiah","A5036369762","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Iqbal Yusuf Fadillah","A5036391891","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Moch Fajar Wicaksono","A5036545797","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Muhammad Iqbal Perkasa","A5036694959","Fakultas Lainnya","0","0","1","1","0","0","0","","0","","","0"
"","H N Yasmin","A5037474016","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Restu Suhendar","A5038411049","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Syaima Antar Morsi","A5038691834","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","M N Mubarok","A5038720085","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Muhammad Yasin Tahir","A5039090785","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Tegar Hidayatullah","A5040546081","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Heni Sulistiyani","A5041163501","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Luthfi Azizi","A5042090790","Fakultas Lainnya","0","0","1","1","0","0","0","","0","","","0"
"","Entri Melyani Sahara","A5043876208","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Muhammad Dzulfiqar Firdaus","A5044250703","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Abidzar Syehabuddin","A5044820917","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Alpert Susan","A5044902623","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Faris Maulana Subekti","A5044943265","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Kristianto Gurning","A5044974462","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Mouhamad Hatta Hiroshi Sasmita","A5045470949","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Muhammad Adhithyas Prasetyo","A5046184771","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Moch Lukman Hakim","A5046390799","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Riki Ginanjar","A5047487869","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Mohammad Rangga Jayaswara","A5047507337","Fakultas Lainnya","0","0","1","1","0","0","0","","0","","","0"
"","W Fibriyanti","A5048146159","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Herman Heriadi","A5048226517","Fakultas Teknik dan Ilmu Komputer","0","0","2","0","0","0","0","","0","","","0"
"","Wafa Ulin Nuha","A5049662183","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Ahmad Haqqul Fikri","A5049716999","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Faizal Rafsanzani","A5051088982","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Ananda Putri Nur Amalina","A5051203003","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Refah Istifahani Handoko","A5051285387","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","D S Soegotto","A5051475738","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Rifan Muhammad Furqon","A5052132099","Fakultas Lainnya","0","0","2","1","0","0","0","","0","","","0"
"","Aditya Taufiqurrahman","A5052832847","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Fajar Petrus Apris Samosir","A5052919961","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Budi Mulyana","A5052964548","Fakultas Desain","0","0","1","0","0","0","0","","0","","","0"
"","Ria Fathya Luqman","A5053417525","Fakultas Desain","0","0","0","0","0","0","0","","0","","","0"
"","Yeni Nurlatifah","A5053771605","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Deden Supriadi","A5054411241","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Andi Harapan Siregar","A5054667516","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Gayuh Budi Luhur","A5054797783","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Aprilia Indah Puspitasari","A5054860883","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","M Zari Yoga HDP","A5054978226","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Adi Rachmanto","A5055919934","Fakultas Lainnya","0","0","2","0","0","0","0","","0","","","0"
"","Ariefianto Tri Utomo","A5056119391","Fakultas Lainnya","0","0","1","1","0","0","0","","0","","","0"
"","Faisal Arif Mahendra","A5056559971","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Aldi Gumilar","A5056802071","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Nurkhalis Suazi","A5058484346","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","R Maulina","A5058667109","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Fiona Prasetyo","A5058970254","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Yola Septiani","A5059073335","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Nurriska Amalina","A5060238091","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Vina Siti Sri Nofia","A5060912398","Fakultas Lainnya","0","0","2","1","0","0","0","","0","","","0"
"","Iklima Nur Mufida","A5061010046","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Arif Suprayitno","A5061108998","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Abdu Sofyan Baihaqi","A5062078321","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Rizki Galang Rahmadani","A5062366067","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Nanda Rizqya","A5062794775","Fakultas Lainnya","0","0","1","1","0","0","0","","0","","","0"
"","Dona Ardi Mahendra","A5063989375","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Muhammad Ahsan Mulya Syabani","A5064439980","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Galih Gustika Prapenan","A5064589257","Fakultas Lainnya","0","0","2","0","0","0","0","","0","","","0"
"","Marco Iskandar","A5064801692","Fakultas Lainnya","0","0","1","1","0","0","0","","0","","","0"
"","Harfin Yusuf Biu","A5065012061","Fakultas Lainnya","0","0","2","0","0","0","0","","0","","","0"
"","Dina Maysarah","A5065042942","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Gala Aulia Zidane","A5065563474","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Andre Catur Prasetyo","A5065718008","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Hendri Herdiansyah","A5066091308","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Muharman Lubis","A5066673373","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","I Made Aryantha","A5068119647","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Sandy Septian","A5068323942","Fakultas Lainnya","0","0","2","1","0","0","0","","0","","","0"
"","Roma Sagala","A5068409040","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Aufa Fauziah S","A5068861002","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Yusup Maruli","A5068943532","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Rani Ulfa Lubis","A5069136077","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Candora Sagala","A5069461744","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","I S Agiva","A5069711397","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Putu Raka Setya Putra","A5070811677","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Finna Afrilia Elmanda","A5070899708","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Adidin Aidin Maulana","A5072010988","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Thomas Junior Sibarani","A5072151106","Fakultas Lainnya","0","0","2","2","0","0","0","","0","","","0"
"","Lars Angelin","A5072256024","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Muhamad Bayu Saputra","A5073290160","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Irfan Fauzi Toha","A5074002354","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
